set P :=
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 366 367 368 369 370 371 372 373 374 375 376 377 378 379 380 381 382 383 384 385 386 387 388 389 390 391 392 393 394 395 396 397 398 399 400 401 402 403 404 405 406 407 408 409 410 411 412 413 414 415 416 417 418 419 420 421 422 423 424 425 426 427 428 429 430 431 432 433 434 435 436 437 438 439 440 441 442 443 444 445 446 447 448 449
;

param: WG lp wp hp :=
   1 500.0 10.3 10.3 11.5
   2 500.0 10.3 10.3 11.5
   3 500.0 10.3 10.3 11.5
   4 500.0 10.3 10.3 11.5
   5 500.0 10.3 10.3 11.5
   6 500.0 10.3 10.3 11.5
   7 500.0 10.3 10.3 11.5
   8 500.0 10.3 10.3 11.5
   9 500.0 10.3 10.3 11.5
   10 500.0 10.3 10.3 11.5
   11 500.0 10.3 10.3 11.5
   12 500.0 10.3 10.3 11.5
   13 500.0 10.3 10.3 11.5
   14 500.0 10.3 10.3 11.5
   15 500.0 10.3 10.3 11.5
   16 500.0 10.3 10.3 11.5
   17 500.0 10.3 10.3 11.5
   18 500.0 10.3 10.3 11.5
   19 500.0 10.3 10.3 11.5
   20 500.0 10.3 10.3 11.5
   21 500.0 10.3 10.3 11.5
   22 500.0 10.3 10.3 11.5
   23 500.0 10.3 10.3 11.5
   24 500.0 10.3 10.3 11.5
   25 1000.0 13.0 13.0 16.5
   26 1000.0 13.0 13.0 16.5
   27 1000.0 13.0 13.0 16.5
   28 1000.0 13.0 13.0 16.5
   29 1000.0 13.0 13.0 16.5
   30 1000.0 13.0 13.0 16.5
   31 1000.0 13.0 13.0 16.5
   32 1000.0 13.0 13.0 16.5
   33 1000.0 13.0 13.0 16.5
   34 1000.0 13.0 13.0 16.5
   35 1000.0 13.0 13.0 16.5
   36 1000.0 13.0 13.0 16.5
   37 1000.0 13.0 13.0 16.5
   38 1000.0 13.0 13.0 16.5
   39 1000.0 13.0 13.0 16.5
   40 1000.0 13.0 13.0 16.5
   41 1000.0 13.0 13.0 16.5
   42 1000.0 13.0 13.0 16.5
   43 1000.0 13.0 13.0 16.5
   44 1000.0 13.0 13.0 16.5
   45 1000.0 13.0 13.0 16.5
   46 1000.0 13.0 13.0 16.5
   47 1000.0 13.0 13.0 16.5
   48 1000.0 13.0 13.0 16.5
   49 220.0 18.5 15.0 5.0
   50 220.0 18.5 15.0 5.0
   51 220.0 18.5 15.0 5.0
   52 220.0 18.5 15.0 5.0
   53 220.0 18.5 15.0 5.0
   54 220.0 18.5 15.0 5.0
   55 220.0 18.5 15.0 5.0
   56 220.0 18.5 15.0 5.0
   57 220.0 18.5 15.0 5.0
   58 220.0 18.5 15.0 5.0
   59 220.0 18.5 15.0 5.0
   60 220.0 18.5 15.0 5.0
   61 220.0 18.5 15.0 5.0
   62 220.0 18.5 15.0 5.0
   63 220.0 18.5 15.0 5.0
   64 1100.0 12.7 12.7 16.3
   65 1100.0 12.7 12.7 16.3
   66 1100.0 12.7 12.7 16.3
   67 1100.0 12.7 12.7 16.3
   68 1100.0 12.7 12.7 16.3
   69 1100.0 12.7 12.7 16.3
   70 1100.0 12.7 12.7 16.3
   71 1100.0 12.7 12.7 16.3
   72 1100.0 12.7 12.7 16.3
   73 1100.0 12.7 12.7 16.3
   74 1100.0 12.7 12.7 16.3
   75 1100.0 12.7 12.7 16.3
   76 1100.0 12.7 12.7 16.3
   77 1100.0 12.7 12.7 16.3
   78 1100.0 12.7 12.7 16.3
   79 1100.0 12.7 12.7 16.3
   80 1100.0 12.7 12.7 16.3
   81 1100.0 12.7 12.7 16.3
   82 1100.0 12.7 12.7 16.3
   83 1100.0 12.7 12.7 16.3
   84 1100.0 12.7 12.7 16.3
   85 1100.0 12.7 12.7 16.3
   86 1100.0 12.7 12.7 16.3
   87 1100.0 12.7 12.7 16.3
   88 1100.0 12.7 12.7 16.3
   89 1100.0 12.7 12.7 16.3
   90 1100.0 12.7 12.7 16.3
   91 1100.0 12.7 12.7 16.3
   92 1100.0 12.7 12.7 16.3
   93 1100.0 12.7 12.7 16.3
   94 1100.0 12.7 12.7 16.3
   95 1100.0 12.7 12.7 16.3
   96 1100.0 12.7 12.7 16.3
   97 1100.0 12.7 12.7 16.3
   98 1100.0 12.7 12.7 16.3
   99 1100.0 12.7 12.7 16.3
   100 400.0 10.0 10.0 11.4
   101 400.0 10.0 10.0 11.4
   102 400.0 10.0 10.0 11.4
   103 400.0 10.0 10.0 11.4
   104 400.0 10.0 10.0 11.4
   105 400.0 10.0 10.0 11.4
   106 400.0 10.0 10.0 11.4
   107 400.0 10.0 10.0 11.4
   108 400.0 10.0 10.0 11.4
   109 400.0 10.0 10.0 11.4
   110 400.0 10.0 10.0 11.4
   111 400.0 10.0 10.0 11.4
   112 400.0 10.0 10.0 11.4
   113 400.0 10.0 10.0 11.4
   114 400.0 10.0 10.0 11.4
   115 400.0 10.0 10.0 11.4
   116 400.0 10.0 10.0 11.4
   117 400.0 10.0 10.0 11.4
   118 400.0 10.0 10.0 11.4
   119 400.0 10.0 10.0 11.4
   120 400.0 10.0 10.0 11.4
   121 400.0 10.0 10.0 11.4
   122 400.0 10.0 10.0 11.4
