set P :=
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111
;
param:	WG	lp	wp	hp	:=
1	500.0	10.3	10.3	11.5
2	500.0	10.3	10.3	11.5
3	500.0	10.3	10.3	11.5
4	1000.0	13.0	13.0	16.5
5	1000.0	13.0	13.0	16.5
6	1000.0	13.0	13.0	16.5
7	220.0	18.5	15.0	5.0
8	220.0	18.5	15.0	5.0
9	220.0	18.5	15.0	5.0
10	200.0	15.0	5.0	8.0
11	200.0	15.0	5.0	8.0
12	200.0	15.0	5.0	8.0
13	200.0	15.0	5.0	8.0
14	200.0	15.0	5.0	8.0
15	200.0	15.0	5.0	8.0
16	500.0	10.0	10.0	11.5
17	500.0	10.0	10.0	11.5
18	500.0	10.0	10.0	11.5
19	2040.0	29.0	14.0	22.0
20	2040.0	29.0	14.0	22.0
21	2040.0	29.0	14.0	22.0
22	2040.0	29.0	14.0	22.0
23	2040.0	29.0	14.0	22.0
24	2040.0	29.0	14.0	22.0
25	2040.0	29.0	14.0	22.0
26	2040.0	29.0	14.0	22.0
27	2040.0	29.0	14.0	22.0
28	2040.0	29.0	14.0	22.0
29	2040.0	29.0	14.0	22.0
30	2040.0	29.0	14.0	22.0
31	300.0	5.0	15.0	18.0
32	300.0	5.0	15.0	18.0
33	300.0	5.0	15.0	18.0
34	300.0	5.0	15.0	18.0
35	300.0	5.0	15.0	18.0
36	300.0	5.0	15.0	18.0
37	300.0	5.0	15.0	18.0
38	300.0	5.0	15.0	18.0
39	300.0	5.0	15.0	18.0
40	300.0	5.0	15.0	18.0
41	300.0	5.0	15.0	18.0
42	300.0	5.0	15.0	18.0
43	300.0	5.0	15.0	18.0
44	300.0	5.0	15.0	18.0
45	300.0	5.0	15.0	18.0
46	1100.0	12.8	12.8	16.2
47	1100.0	12.8	12.8	16.2
48	1100.0	12.8	12.8	16.2
49	1100.0	12.8	12.8	16.2
50	1100.0	12.8	12.8	16.2
51	1100.0	12.8	12.8	16.2
52	1100.0	12.8	12.8	16.2
53	1100.0	12.8	12.8	16.2
54	1100.0	12.8	12.8	16.2
55	1100.0	12.8	12.8	16.2
56	1100.0	12.8	12.8	16.2
57	1100.0	12.8	12.8	16.2
58	1100.0	12.8	12.8	16.2
59	1100.0	12.8	12.8	16.2
60	1100.0	12.8	12.8	16.2
61	1100.0	12.8	12.8	16.2
62	1100.0	12.8	12.8	16.2
63	1100.0	12.8	12.8	16.2
64	1100.0	12.8	12.8	16.2
65	1100.0	12.8	12.8	16.2
66	1100.0	12.8	12.8	16.2
67	1100.0	12.8	12.8	16.2
68	1100.0	12.8	12.8	16.2
69	1100.0	12.8	12.8	16.2
70	1100.0	12.8	12.8	16.2
71	1100.0	12.8	12.8	16.2
72	1100.0	12.8	12.8	16.2
73	1100.0	12.8	12.8	16.2
74	1100.0	12.8	12.8	16.2
75	1100.0	12.8	12.8	16.2
76	1100.0	12.8	12.8	16.2
77	1100.0	12.8	12.8	16.2
78	1100.0	12.8	12.8	16.2
79	1100.0	12.8	12.8	16.2
80	1100.0	12.8	12.8	16.2
81	1100.0	12.8	12.8	16.2
82	1100.0	12.8	12.8	16.2
83	1100.0	12.8	12.8	16.2
84	1100.0	12.8	12.8	16.2
85	1100.0	12.8	12.8	16.2
86	1100.0	12.8	12.8	16.2
87	1100.0	12.8	12.8	16.2
88	1100.0	12.8	12.8	16.2
89	1100.0	12.8	12.8	16.2
90	1100.0	12.8	12.8	16.2
91	1100.0	12.8	12.8	16.2
92	1100.0	12.8	12.8	16.2
93	1100.0	12.8	12.8	16.2
94	1100.0	12.8	12.8	16.2
95	1100.0	12.8	12.8	16.2
96	1100.0	12.8	12.8	16.2
97	1100.0	12.8	12.8	16.2
98	1100.0	12.8	12.8	16.2
99	1100.0	12.8	12.8	16.2
100	1100.0	12.8	12.8	16.2
101	1100.0	12.8	12.8	16.2
102	1100.0	12.8	12.8	16.2
103	1100.0	12.8	12.8	16.2
104	1100.0	12.8	12.8	16.2
105	1100.0	12.8	12.8	16.2
106	410.0	10.0	10.0	11.4
107	410.0	10.0	10.0	11.4
108	410.0	10.0	10.0	11.4
109	1000.0	18.5	11.0	22.0
110	1000.0	18.5	11.0	22.0
111	1000.0	18.5	11.0	22.0
;
set	B	:=
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80
;
param:	LB	WB	HB	CB	alpha	:=
1	28	15	15	6300	32	
2	42	32	26	34944	94	
3	45.7	45.7	40.6	84793	156	
4	61	46	61	171166	469	
5	28	15	15	6300	32	
6	42	32	26	34944	94	
7	45.7	45.7	40.6	84793	156	
8	61	46	61	171166	469	
9	28	15	15	6300	32	
10	42	32	26	34944	94	
11	45.7	45.7	40.6	84793	156	
12	61	46	61	171166	469	
13	28	15	15	6300	32	
14	42	32	26	34944	94	
15	45.7	45.7	40.6	84793	156	
16	61	46	61	171166	469	
17	28	15	15	6300	32	
18	42	32	26	34944	94	
19	45.7	45.7	40.6	84793	156	
20	61	46	61	171166	469	
21	28	15	15	6300	32	
22	42	32	26	34944	94	
23	45.7	45.7	40.6	84793	156	
24	61	46	61	171166	469	
25	28	15	15	6300	32	
26	42	32	26	34944	94	
27	45.7	45.7	40.6	84793	156	
28	61	46	61	171166	469	
29	28	15	15	6300	32	
30	42	32	26	34944	94	
31	45.7	45.7	40.6	84793	156	
32	61	46	61	171166	469	
33	28	15	15	6300	32	
34	42	32	26	34944	94	
35	45.7	45.7	40.6	84793	156	
36	61	46	61	171166	469	
37	28	15	15	6300	32	
38	42	32	26	34944	94	
39	45.7	45.7	40.6	84793	156	
40	61	46	61	171166	469	
41	28	15	15	6300	32	
42	42	32	26	34944	94	
43	45.7	45.7	40.6	84793	156	
44	61	46	61	171166	469	
45	28	15	15	6300	32	
46	42	32	26	34944	94	
47	45.7	45.7	40.6	84793	156	
48	61	46	61	171166	469	
49	28	15	15	6300	32	
50	42	32	26	34944	94	
51	45.7	45.7	40.6	84793	156	
